,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g091,0.5132181149243634,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.3788439123660605e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g016,0.5072653816336806,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.420646300753357e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g042,0.5047186233266875,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.5677455528939414e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g077,0.5007461737119466,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.003331088691535e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g113,0.4976642065461879,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.4601470882949035e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g109,0.494207480625405,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.777813624159143e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g121,0.48848985498478986,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.281651556451451e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g092,0.4855436827801362,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.3176052854320164e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g147,0.46042481927307694,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.935695512575348e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g040,0.4569470618307021,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.738286077574928e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g116,0.45369791263857395,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.166964959512323e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g053,0.43674187804517733,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.8307313274244873e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g011,0.433209146565261,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.529081580767981e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g025,0.42769033445692234,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,5.0053929046320225e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g131,0.42622868861951063,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.4957610212912714e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g100,0.42362532462453123,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.636423357063883e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g112,0.4140982668000365,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.525514097193711e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g141,0.41259954237829743,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.7354732466756045e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g095,0.41230328350462275,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.754071920064604e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g142,0.41022060196865023,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.475422813978724e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g093,0.4063436715091081,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.7947312104980146e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g038,0.3934949475254383,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.467238348362298e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g027,0.39062411933351127,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.57621967070439e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g024,0.388688318014488,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.229600460148892e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g069,0.3759046477112138,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.6519681473585387e-05,0.0,0.0,0.0011059051649457553,1,hotspot,moran
sim_g052,0.36231894654563535,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.135330037855707e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g048,0.3547925173446811,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.000841401139018e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
sim_g065,0.34791471143663855,0.0,1.3395159586304278e-05,0.0,0.000999000999000999,4.240418856540598e-05,0.0,0.0,0.0011059051649457553,1,gp,moran
